loan_id,issue_date,loan_amnt,funded_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,purpose,addr_state,dti,fico_score,revol_util,total_pymnt,loan_status
25892,2017-03-01,15000,15000,36 months,8.82,475.74,B,7 years,RENT,27253,credit_card,IL,36.03,737,47.67,6631.11,1
25893,2017-04-01,10000,10000,36 months,14.95,346.41,C,5 years,OWN,18801,credit_card,MI,37.5,747,74.35,11374.94,0
25894,2017-07-01,15000,15000,60 months,16.14,365.89,D,1 year,MORTGAGE,80989,debt_consolidation,CA,34.16,797,71.95,1544.19,1
25895,2016-10-01,20000,20000,36 months,6.06,608.98,A,5 years,OWN,29241,major_purchase,FL,8.2,815,20.25,24591.7,0
25896,2016-05-01,20000,20000,60 months,26.48,604.51,F,7 years,MORTGAGE,89409,credit_card,NC,27.79,589,27.49,6769.88,1
25897,2016-04-01,10000,10000,60 months,9.19,208.51,B,5 years,MORTGAGE,37157,home_improvement,IL,12.08,778,9.08,11409.15,0
25898,2018-01-01,25000,25000,36 months,21.5,948.31,E,4 years,RENT,49130,debt_consolidation,NC,41.2,608,63.58,34486.62,0
25899,2016-07-01,35000,35000,36 months,5.86,1062.55,A,2 years,RENT,44236,debt_consolidation,TX,25.67,754,11.1,47194.44,0
25900,2018-10-01,10000,10000,36 months,6.63,307.08,A,8 years,RENT,54951,credit_card,CA,41.28,757,72.75,11254.27,0
25901,2017-01-01,15000,15000,36 months,10.06,484.43,B,7 years,RENT,36555,medical,CA,31.36,767,64.06,17066.52,0
25902,2018-07-01,25000,25000,60 months,8.9,517.75,B,6 years,OWN,91473,debt_consolidation,IL,44.27,827,8.46,29413.32,0
25903,2017-11-01,10000,10000,60 months,21.57,273.75,E,8 years,MORTGAGE,44330,debt_consolidation,GA,34.18,688,49.44,11649.93,0
25904,2015-11-01,5000,5000,60 months,5.3,95.04,A,6 years,OTHER,60985,credit_card,TX,35.36,718,28.04,6960.12,0
25905,2016-01-01,35000,35000,36 months,15.04,1213.97,C,6 years,RENT,52351,other,FL,9.71,703,21.96,47761.16,0
25906,2015-02-01,20000,20000,36 months,6.33,611.43,A,< 1 year,MORTGAGE,26684,medical,PA,31.6,842,60.5,27026.49,0
25907,2017-08-01,5000,5000,36 months,22.25,191.6,E,6 years,RENT,110143,credit_card,CA,19.58,687,4.07,6373.82,0
25908,2015-04-01,15000,15000,60 months,16.28,367.01,D,8 years,RENT,33157,other,GA,24.56,629,47.19,17709.59,0
25909,2017-05-01,20000,20000,60 months,14.44,469.94,C,5 years,RENT,79638,debt_consolidation,NC,8.83,594,29.74,27948.36,0
25910,2016-12-01,30000,30000,36 months,8.46,946.47,B,4 years,MORTGAGE,75916,other,OH,44.31,812,34.17,40998.87,0
25911,2018-12-01,10000,10000,36 months,12.99,336.89,C,6 years,RENT,19943,major_purchase,NY,33.53,586,38.65,3215.16,1
25912,2018-11-01,25000,25000,36 months,6.32,764.18,A,7 years,MORTGAGE,44009,credit_card,CA,21.42,760,35.84,28833.87,0
25913,2017-01-01,5000,5000,60 months,6.72,98.35,A,7 years,RENT,69417,major_purchase,IL,25.79,728,43.34,5594.7,0
25914,2017-07-01,30000,30000,60 months,12.52,675.24,C,1 year,RENT,41203,debt_consolidation,MI,41.79,845,38.37,17787.12,1
25915,2015-04-01,25000,25000,36 months,31.84,1086.64,G,8 years,RENT,45397,debt_consolidation,OH,13.54,662,17.3,2839.23,1
25916,2016-09-01,30000,30000,60 months,21.05,812.44,E,3 years,OWN,55839,debt_consolidation,OH,39.81,600,46.49,35608.36,0
25917,2017-05-01,15000,15000,36 months,14.64,517.34,C,3 years,RENT,39121,medical,MI,33.0,609,43.99,19007.53,0
25918,2017-03-01,35000,35000,60 months,12.51,787.61,C,< 1 year,MORTGAGE,60737,credit_card,FL,26.09,678,79.63,40692.62,0
25919,2018-09-01,25000,25000,36 months,31.92,1087.75,G,7 years,MORTGAGE,50289,debt_consolidation,NC,23.76,621,42.16,29463.64,0
25920,2018-02-01,5000,5000,36 months,13.03,168.54,C,10+ years,RENT,43556,credit_card,MI,32.66,634,42.5,5692.28,0
25921,2015-02-01,10000,10000,60 months,10.18,213.36,B,1 year,OWN,27383,debt_consolidation,CA,7.64,839,50.89,12999.43,0
25922,2015-01-01,25000,25000,60 months,26.17,751.03,F,< 1 year,MORTGAGE,62526,small_business,NC,25.53,758,56.75,29355.37,0
25923,2017-01-01,15000,15000,36 months,10.65,488.6,B,< 1 year,MORTGAGE,15000,credit_card,MI,34.42,818,14.08,16673.33,0
25924,2015-12-01,25000,25000,36 months,5.08,750.17,A,9 years,MORTGAGE,57375,debt_consolidation,TX,13.14,790,72.34,29480.87,0
25925,2015-07-01,15000,15000,60 months,13.01,341.37,C,6 years,MORTGAGE,49459,small_business,PA,32.67,686,29.64,8453.89,1
25926,2018-12-01,20000,20000,36 months,6.64,614.26,A,9 years,MORTGAGE,30096,small_business,NC,12.17,649,44.21,25048.35,0
25927,2017-11-01,10000,10000,36 months,8.37,315.07,B,3 years,RENT,21296,credit_card,NY,20.54,742,44.03,12767.44,0
25928,2016-07-01,15000,15000,36 months,9.32,479.23,B,< 1 year,RENT,63004,debt_consolidation,TX,9.26,707,28.65,20586.31,0
25929,2015-10-01,25000,25000,36 months,13.16,844.28,C,4 years,RENT,42265,debt_consolidation,FL,36.55,600,28.62,33783.0,0
25930,2018-10-01,15000,15000,36 months,28.49,624.43,G,3 years,OWN,53272,credit_card,NC,16.93,580,19.68,1621.39,1
25931,2018-01-01,20000,20000,36 months,9.3,638.79,B,< 1 year,MORTGAGE,16277,medical,OH,34.66,726,37.53,26118.58,0
25932,2017-09-01,10000,10000,60 months,9.75,211.24,B,2 years,MORTGAGE,65247,other,OH,36.64,787,19.13,13529.15,0
25933,2015-07-01,20000,20000,36 months,7.37,620.93,A,3 years,RENT,86145,home_improvement,OH,18.08,642,46.53,26576.21,0
25934,2017-06-01,5000,5000,36 months,15.64,174.9,C,6 years,OTHER,44730,other,NC,44.46,610,25.96,5987.24,0
25935,2018-12-01,20000,20000,60 months,19.79,527.54,D,8 years,OWN,28619,debt_consolidation,GA,31.15,699,61.22,22862.86,0
25936,2017-03-01,15000,15000,36 months,14.3,514.85,C,1 year,MORTGAGE,63607,debt_consolidation,GA,15.4,812,21.77,16768.19,0
25937,2015-12-01,15000,15000,60 months,11.44,329.44,B,6 years,MORTGAGE,41335,major_purchase,CA,24.45,615,26.93,17411.09,0
25938,2018-04-01,25000,25000,36 months,12.19,832.63,C,9 years,MORTGAGE,82290,medical,OH,38.67,736,13.56,27677.14,0
25939,2016-03-01,20000,20000,36 months,15.24,695.66,C,7 years,MORTGAGE,49634,major_purchase,IL,43.34,601,25.99,27568.43,0
25940,2015-09-01,10000,10000,36 months,5.7,302.86,A,7 years,RENT,15000,home_improvement,PA,27.55,587,34.1,13937.28,0
25941,2016-04-01,15000,15000,36 months,10.06,484.43,B,7 years,RENT,15000,home_improvement,MI,44.28,623,18.83,2532.02,1
25942,2017-08-01,25000,25000,36 months,9.31,798.61,B,< 1 year,OWN,32008,other,PA,27.68,620,42.97,30222.43,0
25943,2018-09-01,25000,25000,36 months,31.15,1077.1,G,9 years,RENT,64327,credit_card,OH,21.5,624,56.69,13729.38,1
25944,2015-08-01,10000,10000,36 months,20.46,373.98,E,9 years,MORTGAGE,36483,home_improvement,NC,8.84,696,40.99,11311.54,0
25945,2018-03-01,5000,5000,36 months,18.61,182.3,D,9 years,MORTGAGE,65859,credit_card,PA,39.03,654,65.42,6087.96,0
25946,2017-07-01,10000,10000,36 months,20.11,372.2,E,3 years,RENT,32950,credit_card,CA,40.88,611,66.69,5607.21,1
25947,2017-03-01,30000,30000,60 months,17.81,758.71,D,3 years,MORTGAGE,168986,debt_consolidation,NC,32.67,704,18.35,13433.41,1
25948,2015-09-01,20000,20000,60 months,24.26,578.38,F,1 year,RENT,43792,home_improvement,FL,14.04,645,17.51,26671.36,0
25949,2015-10-01,35000,35000,36 months,5.33,1054.17,A,6 years,RENT,57614,other,CA,28.0,693,38.24,39237.83,0
25950,2018-08-01,5000,5000,36 months,12.48,167.22,C,8 years,RENT,27580,small_business,NY,23.95,659,27.58,5521.42,0
25951,2017-07-01,10000,10000,36 months,16.19,352.51,D,8 years,RENT,38142,small_business,IL,7.25,641,30.35,12002.96,0
25952,2016-06-01,15000,15000,36 months,12.19,499.58,C,< 1 year,MORTGAGE,65928,home_improvement,CA,39.67,609,16.07,20134.29,0
25953,2016-05-01,10000,10000,36 months,5.58,302.32,A,4 years,MORTGAGE,47680,debt_consolidation,FL,24.38,695,90.5,13681.32,0
25954,2015-09-01,10000,10000,60 months,10.28,213.85,B,3 years,RENT,15000,other,IL,26.24,615,30.46,12705.07,0
25955,2017-09-01,15000,15000,36 months,9.35,479.44,B,9 years,RENT,66135,major_purchase,CA,40.76,639,22.29,20604.0,0
25956,2018-08-01,20000,20000,36 months,8.96,635.62,B,6 years,MORTGAGE,70649,credit_card,FL,13.18,622,38.57,2483.61,1
25957,2017-11-01,10000,10000,36 months,9.56,320.61,B,5 years,MORTGAGE,76000,other,GA,6.25,753,27.36,12226.56,0
25958,2017-05-01,25000,25000,60 months,13.5,575.25,C,< 1 year,RENT,94810,debt_consolidation,PA,39.74,769,4.27,4872.64,1
25959,2017-02-01,10000,10000,36 months,22.92,386.68,E,9 years,RENT,54636,debt_consolidation,MI,36.62,592,61.05,4938.42,1
25960,2017-06-01,35000,35000,36 months,17.03,1248.37,D,< 1 year,MORTGAGE,206354,home_improvement,CA,23.59,807,32.16,39093.61,0
25961,2016-01-01,25000,25000,60 months,22.48,697.31,E,6 years,MORTGAGE,56396,credit_card,MI,9.01,692,26.55,5135.83,1
25962,2018-08-01,10000,10000,36 months,20.65,374.96,E,3 years,RENT,15000,other,NC,20.07,719,28.27,11734.43,0
25963,2018-06-01,20000,20000,36 months,11.89,663.24,B,6 years,RENT,56061,other,GA,35.31,725,12.65,25481.8,0
25964,2017-03-01,15000,15000,36 months,9.99,483.94,B,9 years,RENT,96038,credit_card,IL,27.07,704,26.04,16852.79,0
25965,2015-04-01,35000,35000,36 months,6.48,1072.4,A,4 years,RENT,21447,home_improvement,OH,22.32,637,41.65,43511.3,0
25966,2017-07-01,15000,15000,60 months,27.31,460.81,F,4 years,RENT,41676,debt_consolidation,GA,42.96,786,28.17,17337.63,0
25967,2018-02-01,20000,20000,36 months,6.4,612.07,A,10+ years,RENT,101489,small_business,IL,38.25,649,54.34,26693.26,0
25968,2015-09-01,20000,20000,36 months,17.07,713.75,D,6 years,MORTGAGE,34933,major_purchase,TX,22.42,798,36.1,23161.74,0
25969,2018-04-01,10000,10000,36 months,10.45,324.79,B,4 years,MORTGAGE,42508,debt_consolidation,GA,33.64,620,54.84,13935.0,0
25970,2016-06-01,15000,15000,60 months,26.84,456.6,F,8 years,RENT,78314,credit_card,OH,42.63,731,79.62,7444.63,1
25971,2018-04-01,15000,15000,60 months,11.68,331.25,B,5 years,RENT,22714,other,IL,16.83,622,4.07,18664.48,0
25972,2016-12-01,10000,10000,36 months,22.93,386.73,E,6 years,OWN,48676,other,TX,19.65,613,21.11,12748.14,0
25973,2017-02-01,10000,10000,60 months,10.5,214.94,B,4 years,MORTGAGE,27363,credit_card,OH,8.97,751,30.93,13203.29,0
25974,2017-04-01,35000,35000,60 months,8.75,722.3,B,< 1 year,RENT,41735,home_improvement,TX,18.18,681,68.42,39420.02,0
25975,2017-09-01,10000,10000,36 months,15.47,348.96,C,6 years,MORTGAGE,56504,debt_consolidation,CA,43.62,796,67.14,13242.62,0
25976,2018-05-01,10000,10000,60 months,30.09,324.09,G,3 years,RENT,92613,other,FL,25.29,783,46.67,11751.32,0
25977,2016-11-01,25000,25000,60 months,13.3,572.67,C,3 years,OWN,59129,major_purchase,NC,32.86,611,53.05,34846.19,0
25978,2016-04-01,25000,25000,60 months,26.77,759.95,F,9 years,MORTGAGE,34923,debt_consolidation,NC,21.79,846,26.03,13275.87,1
25979,2018-07-01,10000,10000,60 months,18.66,257.54,D,4 years,OWN,100542,credit_card,PA,27.97,825,3.91,12936.65,0
25980,2015-02-01,10000,10000,60 months,17.65,252.03,D,7 years,RENT,70913,other,IL,26.68,779,24.38,5347.74,1
25981,2016-05-01,10000,10000,60 months,9.12,208.17,B,6 years,RENT,15290,home_improvement,NY,29.17,655,59.17,13533.31,0
25982,2015-10-01,20000,20000,36 months,10.02,645.53,B,< 1 year,MORTGAGE,81046,credit_card,NY,5.62,644,71.71,4961.34,1
25983,2018-07-01,25000,25000,36 months,6.25,763.38,A,1 year,MORTGAGE,50967,other,NC,32.86,788,63.05,27910.32,0
25984,2015-02-01,20000,20000,36 months,31.95,870.53,G,4 years,OTHER,48063,other,PA,39.7,655,26.61,4040.88,1
25985,2018-09-01,15000,15000,36 months,25.89,603.48,F,3 years,MORTGAGE,100133,medical,NC,6.01,791,72.67,17069.65,0
25986,2016-08-01,20000,20000,36 months,19.92,742.46,D,9 years,MORTGAGE,43365,credit_card,MI,36.15,703,14.35,11538.0,1
25987,2016-06-01,20000,20000,36 months,9.51,640.75,B,3 years,MORTGAGE,83825,credit_card,CA,9.46,732,12.51,22631.7,0
25988,2018-01-01,5000,5000,60 months,8.5,102.58,B,6 years,MORTGAGE,105496,other,TX,15.39,628,54.56,6548.15,0
25989,2018-04-01,25000,25000,36 months,30.58,1069.25,G,7 years,MORTGAGE,50885,medical,FL,14.22,841,35.01,32852.26,0
25990,2016-12-01,25000,25000,36 months,7.17,773.87,A,10+ years,RENT,64114,home_improvement,TX,27.9,713,44.43,32572.51,0
25991,2017-01-01,20000,20000,36 months,23.34,777.74,E,3 years,MORTGAGE,74339,home_improvement,FL,16.06,751,29.0,8425.84,1
25992,2017-01-01,35000,35000,36 months,9.11,1114.78,B,< 1 year,RENT,64698,debt_consolidation,FL,24.46,829,59.07,39878.54,0
25993,2016-05-01,5000,5000,60 months,9.85,105.87,B,9 years,OTHER,83583,debt_consolidation,NC,42.17,588,17.57,5914.32,0
25994,2015-10-01,25000,25000,36 months,23.4,972.96,E,1 year,OTHER,26195,credit_card,FL,42.01,770,44.09,32193.46,0
25995,2016-05-01,15000,15000,60 months,6.51,293.56,A,1 year,MORTGAGE,33361,debt_consolidation,IL,5.94,601,11.83,18450.71,0
25996,2018-05-01,25000,25000,60 months,8.16,508.83,B,< 1 year,MORTGAGE,23023,debt_consolidation,CA,27.67,590,84.7,31985.54,0
25997,2015-12-01,5000,5000,36 months,27.87,206.47,F,2 years,RENT,134809,other,GA,18.17,668,62.68,1378.99,1
25998,2016-05-01,5000,5000,36 months,19.41,184.32,D,< 1 year,RENT,17935,credit_card,OH,33.5,788,19.81,6010.15,0
25999,2015-05-01,5000,5000,60 months,17.86,126.59,D,4 years,OWN,108274,medical,CA,38.0,623,62.96,1085.07,1
26000,2018-02-01,10000,10000,36 months,19.46,368.89,D,1 year,OWN,65078,home_improvement,TX,20.19,675,41.52,12288.37,0
26001,2015-06-01,5000,5000,36 months,7.38,155.26,A,2 years,OTHER,28977,medical,OH,20.41,641,35.69,6690.81,0
26002,2017-01-01,10000,10000,36 months,10.99,327.34,B,3 years,MORTGAGE,22860,credit_card,PA,24.76,768,24.53,12400.4,0
26003,2016-10-01,10000,10000,36 months,13.04,337.13,C,3 years,OWN,47915,debt_consolidation,NY,39.95,748,26.56,12244.3,0
26004,2018-04-01,10000,10000,60 months,9.43,209.68,B,3 years,RENT,42844,medical,CA,35.48,704,44.28,13843.9,0
26005,2017-05-01,10000,10000,36 months,11.28,328.71,B,10+ years,MORTGAGE,62149,debt_consolidation,FL,21.26,612,67.5,2892.9,1
26006,2017-02-01,20000,20000,36 months,16.6,709.08,D,4 years,MORTGAGE,15000,credit_card,PA,32.9,594,40.24,24292.95,0
26007,2018-01-01,15000,15000,60 months,5.92,289.43,A,7 years,MORTGAGE,43776,home_improvement,OH,31.09,799,10.28,19183.57,0
26008,2016-11-01,35000,35000,36 months,16.27,1235.17,D,4 years,RENT,28971,major_purchase,OH,25.14,809,80.08,20146.79,1
26009,2017-06-01,25000,25000,36 months,6.77,769.3,A,3 years,MORTGAGE,105441,small_business,CA,12.58,765,29.17,33205.92,0
26010,2017-09-01,25000,25000,60 months,6.92,494.09,A,5 years,MORTGAGE,62666,debt_consolidation,FL,42.34,634,5.08,28195.83,0
26011,2017-06-01,5000,5000,36 months,8.08,156.87,B,10+ years,MORTGAGE,36152,other,GA,10.09,589,49.4,5956.8,0
26012,2017-04-01,30000,30000,36 months,20.87,1128.25,E,< 1 year,RENT,115010,debt_consolidation,PA,19.67,753,38.51,9521.15,1
26013,2018-09-01,35000,35000,60 months,5.56,669.51,A,5 years,MORTGAGE,37744,debt_consolidation,IL,30.05,681,56.82,48133.91,0
26014,2016-05-01,5000,5000,60 months,13.51,115.07,C,10+ years,OWN,46053,debt_consolidation,PA,30.0,796,69.22,6973.92,0
26015,2016-07-01,25000,25000,36 months,16.05,879.54,D,9 years,RENT,57661,small_business,OH,8.55,629,27.76,34364.53,0
26016,2016-06-01,15000,15000,36 months,11.43,494.14,B,3 years,OTHER,84588,home_improvement,PA,37.15,646,53.81,19715.04,0
26017,2016-12-01,10000,10000,60 months,15.01,237.95,C,8 years,RENT,49371,credit_card,NY,27.51,661,27.3,13883.51,0
26018,2018-02-01,20000,20000,36 months,25.8,803.68,F,< 1 year,RENT,114948,home_improvement,CA,11.16,706,37.15,24681.09,0
26019,2017-01-01,10000,10000,36 months,14.11,342.31,C,7 years,OWN,38519,debt_consolidation,NC,31.61,775,42.71,1276.7,1
26020,2018-05-01,5000,5000,60 months,6.98,98.96,A,7 years,RENT,27212,credit_card,MI,18.47,658,65.15,6107.29,0
26021,2018-04-01,20000,20000,36 months,13.11,674.94,C,10+ years,RENT,127457,small_business,NC,6.94,755,59.18,10091.1,1
26022,2018-01-01,20000,20000,36 months,12.26,666.77,C,8 years,OTHER,40617,home_improvement,NY,35.94,624,32.07,10686.34,1
26023,2018-11-01,25000,25000,36 months,6.97,771.58,A,3 years,OTHER,69979,debt_consolidation,MI,18.85,663,35.37,32738.55,0
26024,2017-05-01,20000,20000,60 months,6.33,389.73,A,1 year,RENT,77728,debt_consolidation,TX,10.55,730,73.66,24989.53,0
26025,2017-09-01,25000,25000,36 months,5.28,752.42,A,5 years,OTHER,171035,small_business,TX,14.8,793,39.36,29559.18,0
26026,2018-10-01,5000,5000,36 months,7.39,155.28,A,< 1 year,MORTGAGE,41016,credit_card,NY,21.8,660,15.47,5510.63,0
26027,2017-04-01,25000,25000,36 months,9.87,805.15,B,2 years,MORTGAGE,67278,other,IL,29.02,678,59.63,29523.52,0
26028,2017-11-01,15000,15000,60 months,13.94,348.56,C,9 years,MORTGAGE,30644,small_business,PA,43.88,778,46.01,7642.05,1
26029,2017-02-01,20000,20000,60 months,8.32,408.6,B,5 years,MORTGAGE,36726,medical,PA,24.18,617,42.07,24687.53,0
26030,2017-12-01,30000,30000,36 months,23.09,1162.7,E,9 years,MORTGAGE,31111,home_improvement,CA,39.09,650,39.68,36143.1,0
26031,2016-12-01,25000,25000,60 months,13.86,579.89,C,2 years,OWN,81484,credit_card,NY,23.2,719,29.78,32385.46,0
26032,2017-10-01,20000,20000,36 months,20.38,747.15,E,7 years,MORTGAGE,85125,debt_consolidation,FL,42.12,653,3.1,8597.32,1
26033,2016-01-01,5000,5000,36 months,12.64,167.6,C,3 years,OWN,61164,debt_consolidation,MI,38.87,582,21.67,5822.81,0
26034,2018-12-01,10000,10000,60 months,6.19,194.21,A,10+ years,MORTGAGE,30777,debt_consolidation,GA,5.94,717,30.56,11190.75,0
26035,2015-10-01,10000,10000,60 months,13.19,228.5,C,7 years,OWN,33171,credit_card,FL,25.33,622,36.08,12321.7,0
26036,2017-06-01,30000,30000,60 months,23.21,849.34,E,3 years,MORTGAGE,32173,major_purchase,OH,33.52,650,2.62,36861.85,0
26037,2015-02-01,25000,25000,36 months,5.04,749.72,A,4 years,RENT,60727,debt_consolidation,NC,33.26,716,65.4,31469.73,0
26038,2017-07-01,15000,15000,36 months,7.37,465.7,A,2 years,MORTGAGE,18984,debt_consolidation,GA,32.01,756,36.87,19823.52,0
26039,2016-05-01,25000,25000,36 months,11.76,827.49,B,2 years,OTHER,38638,debt_consolidation,NC,8.86,831,27.1,31830.09,0
26040,2016-06-01,10000,10000,60 months,9.64,210.7,B,2 years,RENT,21950,home_improvement,NY,39.12,653,23.44,13630.17,0
26041,2016-10-01,5000,5000,36 months,9.29,159.67,B,< 1 year,MORTGAGE,66424,small_business,OH,41.55,657,68.06,2359.97,1
26042,2016-01-01,20000,20000,60 months,6.65,392.73,A,< 1 year,RENT,27047,major_purchase,PA,19.65,719,22.72,23450.36,0
26043,2016-05-01,15000,15000,60 months,10.07,319.22,B,< 1 year,OWN,158716,debt_consolidation,NC,8.83,722,46.67,20445.91,0
26044,2016-07-01,15000,15000,36 months,18.75,547.95,D,6 years,RENT,91786,other,GA,23.64,639,32.57,18052.67,0
26045,2018-04-01,10000,10000,36 months,8.52,315.77,B,1 year,RENT,46469,debt_consolidation,OH,34.81,646,44.76,5394.01,1
26046,2016-02-01,10000,10000,60 months,12.39,224.42,C,7 years,MORTGAGE,62822,debt_consolidation,OH,9.21,833,17.19,4853.26,1
26047,2016-06-01,35000,35000,60 months,15.4,840.01,C,9 years,RENT,64928,home_improvement,MI,31.98,763,56.55,42704.41,0
26048,2017-11-01,5000,5000,60 months,15.81,121.09,C,1 year,MORTGAGE,27552,credit_card,TX,27.04,604,22.02,5877.61,0
26049,2015-01-01,35000,35000,36 months,8.49,1104.7,B,5 years,MORTGAGE,103042,credit_card,FL,5.82,782,38.95,45593.25,0
26050,2015-09-01,20000,20000,36 months,12.43,668.4,C,5 years,MORTGAGE,46285,debt_consolidation,MI,29.75,650,42.66,26914.49,0
26051,2018-05-01,15000,15000,36 months,6.65,460.76,A,3 years,RENT,30922,home_improvement,CA,14.6,772,43.52,18666.16,0
26052,2015-06-01,5000,5000,60 months,9.29,104.5,B,9 years,RENT,67843,credit_card,CA,29.23,604,14.33,6726.37,0
26053,2017-09-01,15000,15000,36 months,13.64,510.05,C,< 1 year,OWN,24991,debt_consolidation,CA,15.05,847,21.52,20061.83,0
26054,2018-07-01,15000,15000,60 months,7.11,297.8,A,9 years,RENT,72656,credit_card,NY,7.0,713,47.08,17623.81,0
26055,2015-07-01,10000,10000,60 months,9.8,211.49,B,4 years,OWN,60223,credit_card,OH,18.73,800,39.1,11559.62,0
26056,2017-11-01,25000,25000,60 months,8.84,517.02,B,3 years,MORTGAGE,33189,major_purchase,NC,43.22,806,9.98,32727.01,0
26057,2015-08-01,15000,15000,36 months,5.07,450.04,A,2 years,RENT,87020,debt_consolidation,NC,22.75,727,42.83,20047.18,0
26058,2016-06-01,5000,5000,36 months,9.08,159.18,B,6 years,OWN,74845,major_purchase,FL,22.65,585,42.44,6136.44,0
26059,2015-07-01,25000,25000,60 months,28.69,788.84,G,6 years,RENT,40412,medical,OH,24.73,597,53.46,34366.59,0
26060,2018-09-01,20000,20000,60 months,11.92,444.08,B,5 years,MORTGAGE,67740,credit_card,GA,5.79,651,35.77,7376.75,1
26061,2018-04-01,5000,5000,36 months,15.19,173.79,C,6 years,OTHER,22041,medical,FL,21.11,627,11.25,6344.33,0
26062,2018-04-01,5000,5000,60 months,18.78,129.1,D,10+ years,RENT,65834,major_purchase,TX,20.69,839,77.16,1547.22,1
26063,2016-09-01,35000,35000,60 months,13.54,806.07,C,2 years,RENT,20426,other,IL,41.02,620,61.29,45048.44,0
26064,2018-05-01,25000,25000,36 months,26.79,1017.82,F,3 years,MORTGAGE,52946,debt_consolidation,OH,18.98,674,62.83,30739.58,0
26065,2016-11-01,30000,30000,60 months,23.49,854.18,E,6 years,RENT,74128,debt_consolidation,IL,34.11,698,20.91,35010.02,0
26066,2018-05-01,5000,5000,60 months,16.57,123.11,D,8 years,MORTGAGE,60057,debt_consolidation,NY,15.28,673,22.11,6614.89,0
26067,2016-04-01,5000,5000,36 months,24.77,198.19,F,4 years,OWN,124495,medical,FL,26.38,721,29.98,2052.24,1
26068,2016-06-01,35000,35000,36 months,10.73,1141.39,B,5 years,RENT,30453,credit_card,NC,42.37,614,47.6,48897.6,0
26069,2016-02-01,35000,35000,36 months,15.23,1217.23,C,3 years,RENT,62644,debt_consolidation,NY,9.29,734,19.85,47766.69,0
26070,2015-05-01,15000,15000,36 months,20.1,558.22,E,1 year,MORTGAGE,15000,debt_consolidation,FL,26.21,822,71.46,7415.73,1
26071,2016-05-01,20000,20000,60 months,14.31,468.59,C,4 years,RENT,36051,debt_consolidation,NC,26.37,678,50.67,22113.45,0
26072,2017-12-01,20000,20000,36 months,30.15,850.68,G,3 years,RENT,40880,other,NC,27.77,697,29.3,10532.2,1
26073,2017-06-01,35000,35000,36 months,5.11,1050.71,A,6 years,OWN,125544,home_improvement,OH,7.9,847,85.99,38608.35,0
26074,2015-05-01,25000,25000,36 months,9.4,799.66,B,5 years,RENT,48331,debt_consolidation,GA,13.06,816,24.66,34301.86,0
26075,2018-11-01,10000,10000,36 months,29.09,419.55,G,4 years,RENT,84784,debt_consolidation,FL,28.03,585,15.44,2869.38,1
26076,2017-11-01,20000,20000,60 months,11.57,440.56,B,3 years,RENT,28491,debt_consolidation,MI,12.24,654,26.79,27916.67,0
26077,2018-03-01,15000,15000,60 months,17.73,378.7,D,6 years,MORTGAGE,40144,medical,NC,20.52,728,24.96,16508.07,0
26078,2018-03-01,15000,15000,36 months,7.29,465.15,A,7 years,RENT,29672,debt_consolidation,PA,43.86,600,24.16,19085.26,0
26079,2015-01-01,15000,15000,60 months,18.15,382.13,D,6 years,MORTGAGE,27003,debt_consolidation,TX,10.18,586,52.97,6459.62,1
26080,2017-09-01,30000,30000,36 months,26.44,1215.76,F,5 years,RENT,28137,debt_consolidation,MI,7.68,636,60.62,36676.47,0
26081,2017-04-01,10000,10000,60 months,10.07,212.82,B,< 1 year,MORTGAGE,33915,debt_consolidation,PA,9.97,605,53.83,12176.62,0
26082,2017-03-01,20000,20000,36 months,5.5,603.92,A,9 years,MORTGAGE,166982,debt_consolidation,GA,35.79,619,53.05,22277.01,0
26083,2018-04-01,35000,35000,36 months,7.6,1090.33,A,9 years,MORTGAGE,47330,debt_consolidation,MI,25.3,665,32.88,42856.85,0
26084,2016-12-01,10000,10000,60 months,22.34,278.13,E,9 years,MORTGAGE,21770,debt_consolidation,NY,26.15,837,30.98,1394.88,1
26085,2018-04-01,20000,20000,36 months,18.36,726.66,D,1 year,RENT,35790,debt_consolidation,MI,22.69,801,20.95,4615.02,1
26086,2017-01-01,5000,5000,36 months,7.18,154.8,A,2 years,RENT,90212,debt_consolidation,OH,24.52,632,19.36,5842.2,0
26087,2018-02-01,25000,25000,60 months,7.87,505.36,A,2 years,RENT,32175,debt_consolidation,GA,42.18,699,78.58,32954.7,0
26088,2015-11-01,25000,25000,60 months,23.12,706.49,E,7 years,MORTGAGE,119679,credit_card,TX,5.45,780,36.23,30779.51,0
26089,2017-08-01,10000,10000,36 months,21.56,379.63,E,9 years,MORTGAGE,90924,credit_card,NY,10.79,751,10.43,1236.17,1
26090,2016-02-01,5000,5000,60 months,6.69,98.28,A,3 years,RENT,43625,debt_consolidation,NY,5.42,775,10.05,6372.75,0
26091,2018-11-01,5000,5000,60 months,9.31,104.55,B,6 years,MORTGAGE,33070,medical,MI,17.35,784,41.89,6626.41,0
26092,2016-11-01,30000,30000,36 months,19.65,1109.56,D,7 years,OWN,27709,credit_card,CA,26.07,698,36.25,4633.12,1
26093,2016-06-01,15000,15000,60 months,14.34,351.67,C,5 years,RENT,55019,small_business,TX,37.61,610,27.97,19220.92,0
